EMDBID	MapModification	XmlModification	ImageModification	MapFile	XmlFile	ImageFile
5356	05/23/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5356/map/emd_5356.map.gz	/pub/databases/emdb/structures/EMD-5356/header/emd-5356.xml	/pub/databases/emdb/structures/EMD-5356/images/emd_5356_1.jpg
5357	05/23/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5357/map/emd_5357.map.gz	/pub/databases/emdb/structures/EMD-5357/header/emd-5357.xml	/pub/databases/emdb/structures/EMD-5357/images/emd_5357_1.jpg
5358	05/23/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5358/map/emd_5358.map.gz	/pub/databases/emdb/structures/EMD-5358/header/emd-5358.xml	/pub/databases/emdb/structures/EMD-5358/images/emd_5358_1.jpg
5359	07/16/14	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5359/map/emd_5359.map.gz	/pub/databases/emdb/structures/EMD-5359/header/emd-5359.xml	/pub/databases/emdb/structures/EMD-5359/images/emd_5359_1.gif
5360	07/16/14	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5360/map/emd_5360.map.gz	/pub/databases/emdb/structures/EMD-5360/header/emd-5360.xml	/pub/databases/emdb/structures/EMD-5360/images/emd_5360_1.gif
5361	07/16/14	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5361/map/emd_5361.map.gz	/pub/databases/emdb/structures/EMD-5361/header/emd-5361.xml	/pub/databases/emdb/structures/EMD-5361/images/emd_5361_1.gif
5362	07/16/14	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5362/map/emd_5362.map.gz	/pub/databases/emdb/structures/EMD-5362/header/emd-5362.xml	/pub/databases/emdb/structures/EMD-5362/images/emd_5362_1.gif
5363	07/16/14	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5363/map/emd_5363.map.gz	/pub/databases/emdb/structures/EMD-5363/header/emd-5363.xml	/pub/databases/emdb/structures/EMD-5363/images/emd_5363_1.gif
5364	07/16/14	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5364/map/emd_5364.map.gz	/pub/databases/emdb/structures/EMD-5364/header/emd-5364.xml	/pub/databases/emdb/structures/EMD-5364/images/emd_5364_1.gif
5365	04/03/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5365/map/emd_5365.map.gz	/pub/databases/emdb/structures/EMD-5365/header/emd-5365.xml	/pub/databases/emdb/structures/EMD-5365/images/emd_5365_1.jpg
5366	04/03/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5366/map/emd_5366.map.gz	/pub/databases/emdb/structures/EMD-5366/header/emd-5366.xml	/pub/databases/emdb/structures/EMD-5366/images/emd_5366_1.jpg
5367	04/03/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5367/map/emd_5367.map.gz	/pub/databases/emdb/structures/EMD-5367/header/emd-5367.xml	/pub/databases/emdb/structures/EMD-5367/images/emd_5367_1.jpg
5368	04/03/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5368/map/emd_5368.map.gz	/pub/databases/emdb/structures/EMD-5368/header/emd-5368.xml	/pub/databases/emdb/structures/EMD-5368/images/emd_5368_1.jpg
5369	12/19/11	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5369/map/emd_5369.map.gz	/pub/databases/emdb/structures/EMD-5369/header/emd-5369.xml	/pub/databases/emdb/structures/EMD-5369/images/emd_5369_1.jpg
5370	02/13/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5370/map/emd_5370.map.gz	/pub/databases/emdb/structures/EMD-5370/header/emd-5370.xml	/pub/databases/emdb/structures/EMD-5370/images/emd_5370_1.jpg
5371	02/01/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5371/map/emd_5371.map.gz	/pub/databases/emdb/structures/EMD-5371/header/emd-5371.xml	/pub/databases/emdb/structures/EMD-5371/images/emd_5371_1.jpg
5372	12/19/11	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5372/map/emd_5372.map.gz	/pub/databases/emdb/structures/EMD-5372/header/emd-5372.xml	/pub/databases/emdb/structures/EMD-5372/images/emd_5372_1.jpg
5373	12/19/11	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5373/map/emd_5373.map.gz	/pub/databases/emdb/structures/EMD-5373/header/emd-5373.xml	/pub/databases/emdb/structures/EMD-5373/images/emd_5373_1.jpg
5374	02/08/12	12/14/18	02/08/12	/pub/databases/emdb/structures/EMD-5374/map/emd_5374.map.gz	/pub/databases/emdb/structures/EMD-5374/header/emd-5374.xml	/pub/databases/emdb/structures/EMD-5374/images/emd_5374.png
5375	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5375/map/emd_5375.map.gz	/pub/databases/emdb/structures/EMD-5375/header/emd-5375.xml	/pub/databases/emdb/structures/EMD-5375/images/emd_5375_1.jpg
5376	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5376/map/emd_5376.map.gz	/pub/databases/emdb/structures/EMD-5376/header/emd-5376.xml	/pub/databases/emdb/structures/EMD-5376/images/emd_5376_1.jpg
5377	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5377/map/emd_5377.map.gz	/pub/databases/emdb/structures/EMD-5377/header/emd-5377.xml	/pub/databases/emdb/structures/EMD-5377/images/emd_5377_1.jpg
5378	06/28/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5378/map/emd_5378.map.gz	/pub/databases/emdb/structures/EMD-5378/header/emd-5378.xml	/pub/databases/emdb/structures/EMD-5378/images/emd_5378_1.jpg
5379	08/05/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5379/map/emd_5379.map.gz	/pub/databases/emdb/structures/EMD-5379/header/emd-5379.xml	/pub/databases/emdb/structures/EMD-5379/images/emd_5379_1.tif
5380	08/05/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5380/map/emd_5380.map.gz	/pub/databases/emdb/structures/EMD-5380/header/emd-5380.xml	/pub/databases/emdb/structures/EMD-5380/images/emd_5380_1.tif
5381	05/27/14	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5381/map/emd_5381.map.gz	/pub/databases/emdb/structures/EMD-5381/header/emd-5381.xml	/pub/databases/emdb/structures/EMD-5381/images/emd_5381_1.jpg
5382	03/14/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5382/map/emd_5382.map.gz	/pub/databases/emdb/structures/EMD-5382/header/emd-5382.xml	/pub/databases/emdb/structures/EMD-5382/images/emd_5382_1.jpg
5383	03/14/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5383/map/emd_5383.map.gz	/pub/databases/emdb/structures/EMD-5383/header/emd-5383.xml	/pub/databases/emdb/structures/EMD-5383/images/emd_5383_1.jpg
5384	06/28/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5384/map/emd_5384.map.gz	/pub/databases/emdb/structures/EMD-5384/header/emd-5384.xml	/pub/databases/emdb/structures/EMD-5384/images/emd_5384_1.jpg
5385	06/28/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5385/map/emd_5385.map.gz	/pub/databases/emdb/structures/EMD-5385/header/emd-5385.xml	/pub/databases/emdb/structures/EMD-5385/images/emd_5385_1.jpg
5386	07/16/14	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5386/map/emd_5386.map.gz	/pub/databases/emdb/structures/EMD-5386/header/emd-5386.xml	/pub/databases/emdb/structures/EMD-5386/images/emd_5386_1.png
5387	02/04/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5387/map/emd_5387.map.gz	/pub/databases/emdb/structures/EMD-5387/header/emd-5387.xml	/pub/databases/emdb/structures/EMD-5387/images/emd_5387_1.jpg
5388	05/21/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5388/map/emd_5388.map.gz	/pub/databases/emdb/structures/EMD-5388/header/emd-5388.xml	/pub/databases/emdb/structures/EMD-5388/images/emd_5388_1.jpg
5389	04/03/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5389/map/emd_5389.map.gz	/pub/databases/emdb/structures/EMD-5389/header/emd-5389.xml	/pub/databases/emdb/structures/EMD-5389/images/emd_5389_1.png
5391	07/31/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5391/map/emd_5391.map.gz	/pub/databases/emdb/structures/EMD-5391/header/emd-5391.xml	/pub/databases/emdb/structures/EMD-5391/images/emd_5391_1.png
5392	07/31/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5392/map/emd_5392.map.gz	/pub/databases/emdb/structures/EMD-5392/header/emd-5392.xml	/pub/databases/emdb/structures/EMD-5392/images/emd_5392_1.png
5395	07/31/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5395/map/emd_5395.map.gz	/pub/databases/emdb/structures/EMD-5395/header/emd-5395.xml	/pub/databases/emdb/structures/EMD-5395/images/emd_5395_1.png
5396	07/31/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5396/map/emd_5396.map.gz	/pub/databases/emdb/structures/EMD-5396/header/emd-5396.xml	/pub/databases/emdb/structures/EMD-5396/images/emd_5396_1.png
5404	02/04/14	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5404/map/emd_5404.map.gz	/pub/databases/emdb/structures/EMD-5404/header/emd-5404.xml	/pub/databases/emdb/structures/EMD-5404/images/emd_5404_1.jpg
5405	05/29/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5405/map/emd_5405.map.gz	/pub/databases/emdb/structures/EMD-5405/header/emd-5405.xml	/pub/databases/emdb/structures/EMD-5405/images/emd_5405_1.jpg
5406	05/29/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5406/map/emd_5406.map.gz	/pub/databases/emdb/structures/EMD-5406/header/emd-5406.xml	/pub/databases/emdb/structures/EMD-5406/images/emd_5406_1.jpg
5407	05/15/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5407/map/emd_5407.map.gz	/pub/databases/emdb/structures/EMD-5407/header/emd-5407.xml	/pub/databases/emdb/structures/EMD-5407/images/emd_5407_1.jpg
5408	07/08/13	12/14/18	07/08/13	/pub/databases/emdb/structures/EMD-5408/map/emd_5408.map.gz	/pub/databases/emdb/structures/EMD-5408/header/emd-5408.xml	/pub/databases/emdb/structures/EMD-5408/images/emd_5408.png
5409	11/06/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5409/map/emd_5409.map.gz	/pub/databases/emdb/structures/EMD-5409/header/emd-5409.xml	/pub/databases/emdb/structures/EMD-5409/images/emd_5409_1.jpg
5410	01/28/13	12/14/18	01/28/13	/pub/databases/emdb/structures/EMD-5410/map/emd_5410.map.gz	/pub/databases/emdb/structures/EMD-5410/header/emd-5410.xml	/pub/databases/emdb/structures/EMD-5410/images/emd_5410.jpg
5411	09/18/13	12/14/18	09/18/13	/pub/databases/emdb/structures/EMD-5411/map/emd_5411.map.gz	/pub/databases/emdb/structures/EMD-5411/header/emd-5411.xml	/pub/databases/emdb/structures/EMD-5411/images/emd_5411.jpg
5412	02/11/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5412/map/emd_5412.map.gz	/pub/databases/emdb/structures/EMD-5412/header/emd-5412.xml	/pub/databases/emdb/structures/EMD-5412/images/emd_5412_1.jpg
5413	10/30/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5413/map/emd_5413.map.gz	/pub/databases/emdb/structures/EMD-5413/header/emd-5413.xml	/pub/databases/emdb/structures/EMD-5413/images/emd_5413_1.jpg
5414	10/30/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5414/map/emd_5414.map.gz	/pub/databases/emdb/structures/EMD-5414/header/emd-5414.xml	/pub/databases/emdb/structures/EMD-5414/images/emd_5414_1.jpg
5415	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5415/map/emd_5415.map.gz	/pub/databases/emdb/structures/EMD-5415/header/emd-5415.xml	/pub/databases/emdb/structures/EMD-5415/images/emd_5415_1.jpg
5416	02/24/16	12/14/18	02/24/16	/pub/databases/emdb/structures/EMD-5416/map/emd_5416.map.gz	/pub/databases/emdb/structures/EMD-5416/header/emd-5416.xml	/pub/databases/emdb/structures/EMD-5416/images/emd_5416.tif
5417	02/24/16	12/14/18	02/24/16	/pub/databases/emdb/structures/EMD-5417/map/emd_5417.map.gz	/pub/databases/emdb/structures/EMD-5417/header/emd-5417.xml	/pub/databases/emdb/structures/EMD-5417/images/emd_5417.tif
5418	08/08/12	12/14/18	08/08/12	/pub/databases/emdb/structures/EMD-5418/map/emd_5418.map.gz	/pub/databases/emdb/structures/EMD-5418/header/emd-5418.xml	/pub/databases/emdb/structures/EMD-5418/images/emd_5418.jpg
5419	07/09/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5419/map/emd_5419.map.gz	/pub/databases/emdb/structures/EMD-5419/header/emd-5419.xml	/pub/databases/emdb/structures/EMD-5419/images/emd_5419_1.png
5420	07/09/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5420/map/emd_5420.map.gz	/pub/databases/emdb/structures/EMD-5420/header/emd-5420.xml	/pub/databases/emdb/structures/EMD-5420/images/emd_5420_1.png
5421	07/09/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5421/map/emd_5421.map.gz	/pub/databases/emdb/structures/EMD-5421/header/emd-5421.xml	/pub/databases/emdb/structures/EMD-5421/images/emd_5421_1.png
5422	10/06/16	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5422/map/emd_5422.map.gz	/pub/databases/emdb/structures/EMD-5422/header/emd-5422.xml	/pub/databases/emdb/structures/EMD-5422/images/emd_5422_1.jpg
5423	06/11/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5423/map/emd_5423.map.gz	/pub/databases/emdb/structures/EMD-5423/header/emd-5423.xml	/pub/databases/emdb/structures/EMD-5423/images/emd_5423_1.jpg
5424	06/12/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5424/map/emd_5424.map.gz	/pub/databases/emdb/structures/EMD-5424/header/emd-5424.xml	/pub/databases/emdb/structures/EMD-5424/images/emd_5424_1.jpg
5425	06/04/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5425/map/emd_5425.map.gz	/pub/databases/emdb/structures/EMD-5425/header/emd-5425.xml	/pub/databases/emdb/structures/EMD-5425/images/emd_5425_1.png
5426	06/04/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5426/map/emd_5426.map.gz	/pub/databases/emdb/structures/EMD-5426/header/emd-5426.xml	/pub/databases/emdb/structures/EMD-5426/images/emd_5426_1.png
5427	06/04/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5427/map/emd_5427.map.gz	/pub/databases/emdb/structures/EMD-5427/header/emd-5427.xml	/pub/databases/emdb/structures/EMD-5427/images/emd_5427_1.png
5428	06/04/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5428/map/emd_5428.map.gz	/pub/databases/emdb/structures/EMD-5428/header/emd-5428.xml	/pub/databases/emdb/structures/EMD-5428/images/emd_5428_1.png
5429	07/11/12	12/14/18	07/11/12	/pub/databases/emdb/structures/EMD-5429/map/emd_5429.map.gz	/pub/databases/emdb/structures/EMD-5429/header/emd-5429.xml	/pub/databases/emdb/structures/EMD-5429/images/emd_5429.png
5430	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5430/map/emd_5430.map.gz	/pub/databases/emdb/structures/EMD-5430/header/emd-5430.xml	/pub/databases/emdb/structures/EMD-5430/images/emd_5430_1.png
5431	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5431/map/emd_5431.map.gz	/pub/databases/emdb/structures/EMD-5431/header/emd-5431.xml	/pub/databases/emdb/structures/EMD-5431/images/emd_5431_1.png
5432	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5432/map/emd_5432.map.gz	/pub/databases/emdb/structures/EMD-5432/header/emd-5432.xml	/pub/databases/emdb/structures/EMD-5432/images/emd_5432_1.png
5433	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5433/map/emd_5433.map.gz	/pub/databases/emdb/structures/EMD-5433/header/emd-5433.xml	/pub/databases/emdb/structures/EMD-5433/images/emd_5433_1.png
5434	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5434/map/emd_5434.map.gz	/pub/databases/emdb/structures/EMD-5434/header/emd-5434.xml	/pub/databases/emdb/structures/EMD-5434/images/emd_5434_1.png
5435	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5435/map/emd_5435.map.gz	/pub/databases/emdb/structures/EMD-5435/header/emd-5435.xml	/pub/databases/emdb/structures/EMD-5435/images/emd_5435_1.png
5436	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5436/map/emd_5436.map.gz	/pub/databases/emdb/structures/EMD-5436/header/emd-5436.xml	/pub/databases/emdb/structures/EMD-5436/images/emd_5436_1.png
5437	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5437/map/emd_5437.map.gz	/pub/databases/emdb/structures/EMD-5437/header/emd-5437.xml	/pub/databases/emdb/structures/EMD-5437/images/emd_5437_1.png
5438	12/10/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5438/map/emd_5438.map.gz	/pub/databases/emdb/structures/EMD-5438/header/emd-5438.xml	/pub/databases/emdb/structures/EMD-5438/images/emd_5438_1.jpg
5439	09/24/12	12/14/18	09/24/12	/pub/databases/emdb/structures/EMD-5439/map/emd_5439.map.gz	/pub/databases/emdb/structures/EMD-5439/header/emd-5439.xml	/pub/databases/emdb/structures/EMD-5439/images/emd_5439.png
5440	02/04/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5440/map/emd_5440.map.gz	/pub/databases/emdb/structures/EMD-5440/header/emd-5440.xml	/pub/databases/emdb/structures/EMD-5440/images/emd_5440_1.jpg
5441	02/04/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5441/map/emd_5441.map.gz	/pub/databases/emdb/structures/EMD-5441/header/emd-5441.xml	/pub/databases/emdb/structures/EMD-5441/images/emd_5441_1.jpg
5442	02/04/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5442/map/emd_5442.map.gz	/pub/databases/emdb/structures/EMD-5442/header/emd-5442.xml	/pub/databases/emdb/structures/EMD-5442/images/emd_5442_1.jpg
5443	02/04/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5443/map/emd_5443.map.gz	/pub/databases/emdb/structures/EMD-5443/header/emd-5443.xml	/pub/databases/emdb/structures/EMD-5443/images/emd_5443_1.jpg
5444	07/08/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5444/map/emd_5444.map.gz	/pub/databases/emdb/structures/EMD-5444/header/emd-5444.xml	/pub/databases/emdb/structures/EMD-5444/images/emd_5444_1.png
5445	08/20/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5445/map/emd_5445.map.gz	/pub/databases/emdb/structures/EMD-5445/header/emd-5445.xml	/pub/databases/emdb/structures/EMD-5445/images/emd_5445_1.jpg
5446	08/20/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5446/map/emd_5446.map.gz	/pub/databases/emdb/structures/EMD-5446/header/emd-5446.xml	/pub/databases/emdb/structures/EMD-5446/images/emd_5446_1.jpg
5447	10/01/15	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5447/map/emd_5447.map.gz	/pub/databases/emdb/structures/EMD-5447/header/emd-5447.xml	/pub/databases/emdb/structures/EMD-5447/images/emd_5447_1.tif
5448	08/16/12	12/14/18	08/16/12	/pub/databases/emdb/structures/EMD-5448/map/emd_5448.map.gz	/pub/databases/emdb/structures/EMD-5448/header/emd-5448.xml	/pub/databases/emdb/structures/EMD-5448/images/emd_5448.tif
5449	09/23/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5449/map/emd_5449.map.gz	/pub/databases/emdb/structures/EMD-5449/header/emd-5449.xml	/pub/databases/emdb/structures/EMD-5449/images/emd_5449_1.jpg
5450	02/24/16	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5450/map/emd_5450.map.gz	/pub/databases/emdb/structures/EMD-5450/header/emd-5450.xml	/pub/databases/emdb/structures/EMD-5450/images/emd_5450_1.png
5451	08/26/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5451/map/emd_5451.map.gz	/pub/databases/emdb/structures/EMD-5451/header/emd-5451.xml	/pub/databases/emdb/structures/EMD-5451/images/emd_5451_1.jpg
5452	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5452/map/emd_5452.map.gz	/pub/databases/emdb/structures/EMD-5452/header/emd-5452.xml	/pub/databases/emdb/structures/EMD-5452/images/emd_5452_1.jpg
5453	10/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5453/map/emd_5453.map.gz	/pub/databases/emdb/structures/EMD-5453/header/emd-5453.xml	/pub/databases/emdb/structures/EMD-5453/images/emd_5453_1.jpg
5454	10/07/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5454/map/emd_5454.map.gz	/pub/databases/emdb/structures/EMD-5454/header/emd-5454.xml	/pub/databases/emdb/structures/EMD-5454/images/emd_5454_1.jpg
5455	09/27/12	12/14/18	09/27/12	/pub/databases/emdb/structures/EMD-5455/map/emd_5455.map.gz	/pub/databases/emdb/structures/EMD-5455/header/emd-5455.xml	/pub/databases/emdb/structures/EMD-5455/images/emd_5455.png
5456	09/27/12	12/14/18	09/27/12	/pub/databases/emdb/structures/EMD-5456/map/emd_5456.map.gz	/pub/databases/emdb/structures/EMD-5456/header/emd-5456.xml	/pub/databases/emdb/structures/EMD-5456/images/emd_5456.png
5457	09/27/12	12/14/18	09/27/12	/pub/databases/emdb/structures/EMD-5457/map/emd_5457.map.gz	/pub/databases/emdb/structures/EMD-5457/header/emd-5457.xml	/pub/databases/emdb/structures/EMD-5457/images/emd_5457.png
5458	09/27/12	12/14/18	09/27/12	/pub/databases/emdb/structures/EMD-5458/map/emd_5458.map.gz	/pub/databases/emdb/structures/EMD-5458/header/emd-5458.xml	/pub/databases/emdb/structures/EMD-5458/images/emd_5458.png
5459	09/27/12	12/14/18	09/27/12	/pub/databases/emdb/structures/EMD-5459/map/emd_5459.map.gz	/pub/databases/emdb/structures/EMD-5459/header/emd-5459.xml	/pub/databases/emdb/structures/EMD-5459/images/emd_5459.png
5460	09/27/12	12/14/18	09/27/12	/pub/databases/emdb/structures/EMD-5460/map/emd_5460.map.gz	/pub/databases/emdb/structures/EMD-5460/header/emd-5460.xml	/pub/databases/emdb/structures/EMD-5460/images/emd_5460.png
5461	09/27/12	12/14/18	09/27/12	/pub/databases/emdb/structures/EMD-5461/map/emd_5461.map.gz	/pub/databases/emdb/structures/EMD-5461/header/emd-5461.xml	/pub/databases/emdb/structures/EMD-5461/images/emd_5461.png
5462	09/18/13	12/14/18	09/18/13	/pub/databases/emdb/structures/EMD-5462/map/emd_5462.map.gz	/pub/databases/emdb/structures/EMD-5462/header/emd-5462.xml	/pub/databases/emdb/structures/EMD-5462/images/emd_5462.png
5463	09/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5463/map/emd_5463.map.gz	/pub/databases/emdb/structures/EMD-5463/header/emd-5463.xml	/pub/databases/emdb/structures/EMD-5463/images/emd_5463_1.jpg
5465	04/08/13	12/14/18	04/08/13	/pub/databases/emdb/structures/EMD-5465/map/emd_5465.map.gz	/pub/databases/emdb/structures/EMD-5465/header/emd-5465.xml	/pub/databases/emdb/structures/EMD-5465/images/emd_5465.tif
5466	04/08/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5466/map/emd_5466.map.gz	/pub/databases/emdb/structures/EMD-5466/header/emd-5466.xml	/pub/databases/emdb/structures/EMD-5466/images/emd_5466_1.jpg
5467	10/07/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5467/map/emd_5467.map.gz	/pub/databases/emdb/structures/EMD-5467/header/emd-5467.xml	/pub/databases/emdb/structures/EMD-5467/images/emd_5467_1.jpg
5468	09/23/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5468/map/emd_5468.map.gz	/pub/databases/emdb/structures/EMD-5468/header/emd-5468.xml	/pub/databases/emdb/structures/EMD-5468/images/emd_5468_1.jpg
5469	09/23/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5469/map/emd_5469.map.gz	/pub/databases/emdb/structures/EMD-5469/header/emd-5469.xml	/pub/databases/emdb/structures/EMD-5469/images/emd_5469_1.jpg
5470	09/23/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5470/map/emd_5470.map.gz	/pub/databases/emdb/structures/EMD-5470/header/emd-5470.xml	/pub/databases/emdb/structures/EMD-5470/images/emd_5470_1.jpg
5471	09/23/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5471/map/emd_5471.map.gz	/pub/databases/emdb/structures/EMD-5471/header/emd-5471.xml	/pub/databases/emdb/structures/EMD-5471/images/emd_5471_1.jpg
5472	09/23/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5472/map/emd_5472.map.gz	/pub/databases/emdb/structures/EMD-5472/header/emd-5472.xml	/pub/databases/emdb/structures/EMD-5472/images/emd_5472_1.jpg
5473	09/23/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5473/map/emd_5473.map.gz	/pub/databases/emdb/structures/EMD-5473/header/emd-5473.xml	/pub/databases/emdb/structures/EMD-5473/images/emd_5473_1.jpg
5474	09/23/13	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5474/map/emd_5474.map.gz	/pub/databases/emdb/structures/EMD-5474/header/emd-5474.xml	/pub/databases/emdb/structures/EMD-5474/images/emd_5474_1.jpg
5475	09/17/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5475/map/emd_5475.map.gz	/pub/databases/emdb/structures/EMD-5475/header/emd-5475.xml	/pub/databases/emdb/structures/EMD-5475/images/emd_5475_1.jpg
5476	12/10/12	12/14/18	03/04/14	/pub/databases/emdb/structures/EMD-5476/map/emd_5476.map.gz	/pub/databases/emdb/structures/EMD-5476/header/emd-5476.xml	/pub/databases/emdb/structures/EMD-5476/images/emd_5476_1.jpg
5477	12/03/12	12/14/18	12/03/12	/pub/databases/emdb/structures/EMD-5477/map/emd_5477.map.gz	/pub/databases/emdb/structures/EMD-5477/header/emd-5477.xml	/pub/databases/emdb/structures/EMD-5477/images/emd_5477.png
5478	12/03/12	12/14/18	12/03/12	/pub/databases/emdb/structures/EMD-5478/map/emd_5478.map.gz	/pub/databases/emdb/structures/EMD-5478/header/emd-5478.xml	/pub/databases/emdb/structures/EMD-5478/images/emd_5478.png
5479	12/03/12	12/14/18	12/03/12	/pub/databases/emdb/structures/EMD-5479/map/emd_5479.map.gz	/pub/databases/emdb/structures/EMD-5479/header/emd-5479.xml	/pub/databases/emdb/structures/EMD-5479/images/emd_5479.png
5480	12/03/12	12/14/18	12/03/12	/pub/databases/emdb/structures/EMD-5480/map/emd_5480.map.gz	/pub/databases/emdb/structures/EMD-5480/header/emd-5480.xml	/pub/databases/emdb/structures/EMD-5480/images/emd_5480.png
5481	12/03/12	12/14/18	12/03/12	/pub/databases/emdb/structures/EMD-5481/map/emd_5481.map.gz	/pub/databases/emdb/structures/EMD-5481/header/emd-5481.xml	/pub/databases/emdb/structures/EMD-5481/images/emd_5481.png
