EMDBID	MapModification	XmlModification	ImageModification	MapFile	XmlFile	ImageFile
1073	10/25/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1073/map/emd_1073.map.gz	/pub/databases/emdb/structures/EMD-1073/header/emd-1073.xml	/pub/databases/emdb/structures/EMD-1073/images/1073.gif
1074	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1074/map/emd_1074.map.gz	/pub/databases/emdb/structures/EMD-1074/header/emd-1074.xml	/pub/databases/emdb/structures/EMD-1074/images/1074.gif
1075	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1075/map/emd_1075.map.gz	/pub/databases/emdb/structures/EMD-1075/header/emd-1075.xml	/pub/databases/emdb/structures/EMD-1075/images/1075.gif
1076	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1076/map/emd_1076.map.gz	/pub/databases/emdb/structures/EMD-1076/header/emd-1076.xml	/pub/databases/emdb/structures/EMD-1076/images/1076.gif
1077	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1077/map/emd_1077.map.gz	/pub/databases/emdb/structures/EMD-1077/header/emd-1077.xml	/pub/databases/emdb/structures/EMD-1077/images/1077.gif
1078	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1078/map/emd_1078.map.gz	/pub/databases/emdb/structures/EMD-1078/header/emd-1078.xml	/pub/databases/emdb/structures/EMD-1078/images/1078.gif
1079	09/17/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1079/map/emd_1079.map.gz	/pub/databases/emdb/structures/EMD-1079/header/emd-1079.xml	/pub/databases/emdb/structures/EMD-1079/images/1079.gif
1080	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1080/map/emd_1080.map.gz	/pub/databases/emdb/structures/EMD-1080/header/emd-1080.xml	/pub/databases/emdb/structures/EMD-1080/images/1080.gif
1081	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1081/map/emd_1081.map.gz	/pub/databases/emdb/structures/EMD-1081/header/emd-1081.xml	/pub/databases/emdb/structures/EMD-1081/images/1081.gif
1082	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1082/map/emd_1082.map.gz	/pub/databases/emdb/structures/EMD-1082/header/emd-1082.xml	/pub/databases/emdb/structures/EMD-1082/images/1082.gif
1083	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1083/map/emd_1083.map.gz	/pub/databases/emdb/structures/EMD-1083/header/emd-1083.xml	/pub/databases/emdb/structures/EMD-1083/images/1083.gif
1084	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1084/map/emd_1084.map.gz	/pub/databases/emdb/structures/EMD-1084/header/emd-1084.xml	/pub/databases/emdb/structures/EMD-1084/images/1084.gif
1085	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1085/map/emd_1085.map.gz	/pub/databases/emdb/structures/EMD-1085/header/emd-1085.xml	/pub/databases/emdb/structures/EMD-1085/images/1085.gif
1086	04/09/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1086/map/emd_1086.map.gz	/pub/databases/emdb/structures/EMD-1086/header/emd-1086.xml	/pub/databases/emdb/structures/EMD-1086/images/1086.gif
1087	09/26/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1087/map/emd_1087.map.gz	/pub/databases/emdb/structures/EMD-1087/header/emd-1087.xml	/pub/databases/emdb/structures/EMD-1087/images/1087.gif
1088	09/17/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1088/map/emd_1088.map.gz	/pub/databases/emdb/structures/EMD-1088/header/emd-1088.xml	/pub/databases/emdb/structures/EMD-1088/images/1088.gif
1089	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1089/map/emd_1089.map.gz	/pub/databases/emdb/structures/EMD-1089/header/emd-1089.xml	/pub/databases/emdb/structures/EMD-1089/images/1089.gif
1090	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1090/map/emd_1090.map.gz	/pub/databases/emdb/structures/EMD-1090/header/emd-1090.xml	/pub/databases/emdb/structures/EMD-1090/images/1090.png
1091	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1091/map/emd_1091.map.gz	/pub/databases/emdb/structures/EMD-1091/header/emd-1091.xml	/pub/databases/emdb/structures/EMD-1091/images/1091.gif
1092	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1092/map/emd_1092.map.gz	/pub/databases/emdb/structures/EMD-1092/header/emd-1092.xml	/pub/databases/emdb/structures/EMD-1092/images/1092.gif
1093	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1093/map/emd_1093.map.gz	/pub/databases/emdb/structures/EMD-1093/header/emd-1093.xml	/pub/databases/emdb/structures/EMD-1093/images/1093.gif
1094	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1094/map/emd_1094.map.gz	/pub/databases/emdb/structures/EMD-1094/header/emd-1094.xml	/pub/databases/emdb/structures/EMD-1094/images/1094.gif
1095	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1095/map/emd_1095.map.gz	/pub/databases/emdb/structures/EMD-1095/header/emd-1095.xml	/pub/databases/emdb/structures/EMD-1095/images/1095.gif
1096	12/06/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1096/map/emd_1096.map.gz	/pub/databases/emdb/structures/EMD-1096/header/emd-1096.xml	/pub/databases/emdb/structures/EMD-1096/images/1096.gif
1097	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1097/map/emd_1097.map.gz	/pub/databases/emdb/structures/EMD-1097/header/emd-1097.xml	/pub/databases/emdb/structures/EMD-1097/images/1097.gif
1098	10/19/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1098/map/emd_1098.map.gz	/pub/databases/emdb/structures/EMD-1098/header/emd-1098.xml	/pub/databases/emdb/structures/EMD-1098/images/1098.gif
1099	04/09/14	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1099/map/emd_1099.map.gz	/pub/databases/emdb/structures/EMD-1099/header/emd-1099.xml	/pub/databases/emdb/structures/EMD-1099/images/1099.gif
1100	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1100/map/emd_1100.map.gz	/pub/databases/emdb/structures/EMD-1100/header/emd-1100.xml	/pub/databases/emdb/structures/EMD-1100/images/1100.gif
1101	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1101/map/emd_1101.map.gz	/pub/databases/emdb/structures/EMD-1101/header/emd-1101.xml	/pub/databases/emdb/structures/EMD-1101/images/1101.gif
1102	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1102/map/emd_1102.map.gz	/pub/databases/emdb/structures/EMD-1102/header/emd-1102.xml	/pub/databases/emdb/structures/EMD-1102/images/1102.gif
1103	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1103/map/emd_1103.map.gz	/pub/databases/emdb/structures/EMD-1103/header/emd-1103.xml	/pub/databases/emdb/structures/EMD-1103/images/1103.gif
1104	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1104/map/emd_1104.map.gz	/pub/databases/emdb/structures/EMD-1104/header/emd-1104.xml	/pub/databases/emdb/structures/EMD-1104/images/1104.gif
1105	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1105/map/emd_1105.map.gz	/pub/databases/emdb/structures/EMD-1105/header/emd-1105.xml	/pub/databases/emdb/structures/EMD-1105/images/1105.gif
1106	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1106/map/emd_1106.map.gz	/pub/databases/emdb/structures/EMD-1106/header/emd-1106.xml	/pub/databases/emdb/structures/EMD-1106/images/1106.gif
1107	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1107/map/emd_1107.map.gz	/pub/databases/emdb/structures/EMD-1107/header/emd-1107.xml	/pub/databases/emdb/structures/EMD-1107/images/1107.gif
1108	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1108/map/emd_1108.map.gz	/pub/databases/emdb/structures/EMD-1108/header/emd-1108.xml	/pub/databases/emdb/structures/EMD-1108/images/1108.gif
1109	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1109/map/emd_1109.map.gz	/pub/databases/emdb/structures/EMD-1109/header/emd-1109.xml	/pub/databases/emdb/structures/EMD-1109/images/1109.gif
1110	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1110/map/emd_1110.map.gz	/pub/databases/emdb/structures/EMD-1110/header/emd-1110.xml	/pub/databases/emdb/structures/EMD-1110/images/1110.gif
1111	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1111/map/emd_1111.map.gz	/pub/databases/emdb/structures/EMD-1111/header/emd-1111.xml	/pub/databases/emdb/structures/EMD-1111/images/1111.gif
1112	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1112/map/emd_1112.map.gz	/pub/databases/emdb/structures/EMD-1112/header/emd-1112.xml	/pub/databases/emdb/structures/EMD-1112/images/1112.gif
1113	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1113/map/emd_1113.map.gz	/pub/databases/emdb/structures/EMD-1113/header/emd-1113.xml	/pub/databases/emdb/structures/EMD-1113/images/1113.gif
1114	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1114/map/emd_1114.map.gz	/pub/databases/emdb/structures/EMD-1114/header/emd-1114.xml	/pub/databases/emdb/structures/EMD-1114/images/1114.gif
1115	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1115/map/emd_1115.map.gz	/pub/databases/emdb/structures/EMD-1115/header/emd-1115.xml	/pub/databases/emdb/structures/EMD-1115/images/1115.gif
1116	10/12/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1116/map/emd_1116.map.gz	/pub/databases/emdb/structures/EMD-1116/header/emd-1116.xml	/pub/databases/emdb/structures/EMD-1116/images/1116.gif
1117	10/29/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1117/map/emd_1117.map.gz	/pub/databases/emdb/structures/EMD-1117/header/emd-1117.xml	/pub/databases/emdb/structures/EMD-1117/images/1117.gif
1118	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1118/map/emd_1118.map.gz	/pub/databases/emdb/structures/EMD-1118/header/emd-1118.xml	/pub/databases/emdb/structures/EMD-1118/images/1118.gif
1119	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1119/map/emd_1119.map.gz	/pub/databases/emdb/structures/EMD-1119/header/emd-1119.xml	/pub/databases/emdb/structures/EMD-1119/images/1119.gif
1120	10/29/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1120/map/emd_1120.map.gz	/pub/databases/emdb/structures/EMD-1120/header/emd-1120.xml	/pub/databases/emdb/structures/EMD-1120/images/1120.gif
1121	03/07/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1121/map/emd_1121.map.gz	/pub/databases/emdb/structures/EMD-1121/header/emd-1121.xml	/pub/databases/emdb/structures/EMD-1121/images/1121.gif
1122	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1122/map/emd_1122.map.gz	/pub/databases/emdb/structures/EMD-1122/header/emd-1122.xml	/pub/databases/emdb/structures/EMD-1122/images/1122.gif
1123	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1123/map/emd_1123.map.gz	/pub/databases/emdb/structures/EMD-1123/header/emd-1123.xml	/pub/databases/emdb/structures/EMD-1123/images/1123.gif
1124	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1124/map/emd_1124.map.gz	/pub/databases/emdb/structures/EMD-1124/header/emd-1124.xml	/pub/databases/emdb/structures/EMD-1124/images/1124.gif
1125	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1125/map/emd_1125.map.gz	/pub/databases/emdb/structures/EMD-1125/header/emd-1125.xml	/pub/databases/emdb/structures/EMD-1125/images/1125.gif
1126	04/09/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1126/map/emd_1126.map.gz	/pub/databases/emdb/structures/EMD-1126/header/emd-1126.xml	/pub/databases/emdb/structures/EMD-1126/images/1126.gif
1127	10/26/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1127/map/emd_1127.map.gz	/pub/databases/emdb/structures/EMD-1127/header/emd-1127.xml	/pub/databases/emdb/structures/EMD-1127/images/1127.gif
1128	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1128/map/emd_1128.map.gz	/pub/databases/emdb/structures/EMD-1128/header/emd-1128.xml	/pub/databases/emdb/structures/EMD-1128/images/1128.gif
1129	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1129/map/emd_1129.map.gz	/pub/databases/emdb/structures/EMD-1129/header/emd-1129.xml	/pub/databases/emdb/structures/EMD-1129/images/1129.gif
1130	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1130/map/emd_1130.map.gz	/pub/databases/emdb/structures/EMD-1130/header/emd-1130.xml	/pub/databases/emdb/structures/EMD-1130/images/1130.gif
1131	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1131/map/emd_1131.map.gz	/pub/databases/emdb/structures/EMD-1131/header/emd-1131.xml	/pub/databases/emdb/structures/EMD-1131/images/1131.gif
1132	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1132/map/emd_1132.map.gz	/pub/databases/emdb/structures/EMD-1132/header/emd-1132.xml	/pub/databases/emdb/structures/EMD-1132/images/1132.gif
1133	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1133/map/emd_1133.map.gz	/pub/databases/emdb/structures/EMD-1133/header/emd-1133.xml	/pub/databases/emdb/structures/EMD-1133/images/1133.gif
1134	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1134/map/emd_1134.map.gz	/pub/databases/emdb/structures/EMD-1134/header/emd-1134.xml	/pub/databases/emdb/structures/EMD-1134/images/1134.gif
1135	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1135/map/emd_1135.map.gz	/pub/databases/emdb/structures/EMD-1135/header/emd-1135.xml	/pub/databases/emdb/structures/EMD-1135/images/1135.gif
1136	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1136/map/emd_1136.map.gz	/pub/databases/emdb/structures/EMD-1136/header/emd-1136.xml	/pub/databases/emdb/structures/EMD-1136/images/1136.gif
1137	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1137/map/emd_1137.map.gz	/pub/databases/emdb/structures/EMD-1137/header/emd-1137.xml	/pub/databases/emdb/structures/EMD-1137/images/1137.gif
1138	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1138/map/emd_1138.map.gz	/pub/databases/emdb/structures/EMD-1138/header/emd-1138.xml	/pub/databases/emdb/structures/EMD-1138/images/1138.gif
1139	10/16/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1139/map/emd_1139.map.gz	/pub/databases/emdb/structures/EMD-1139/header/emd-1139.xml	/pub/databases/emdb/structures/EMD-1139/images/1139.gif
1140	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1140/map/emd_1140.map.gz	/pub/databases/emdb/structures/EMD-1140/header/emd-1140.xml	/pub/databases/emdb/structures/EMD-1140/images/1140.gif
1141	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1141/map/emd_1141.map.gz	/pub/databases/emdb/structures/EMD-1141/header/emd-1141.xml	/pub/databases/emdb/structures/EMD-1141/images/1141.gif
1142	08/05/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1142/map/emd_1142.map.gz	/pub/databases/emdb/structures/EMD-1142/header/emd-1142.xml	/pub/databases/emdb/structures/EMD-1142/images/1142.gif
1143	10/16/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1143/map/emd_1143.map.gz	/pub/databases/emdb/structures/EMD-1143/header/emd-1143.xml	/pub/databases/emdb/structures/EMD-1143/images/1143.gif
1144	10/15/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1144/map/emd_1144.map.gz	/pub/databases/emdb/structures/EMD-1144/header/emd-1144.xml	/pub/databases/emdb/structures/EMD-1144/images/1144.gif
1145	10/15/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1145/map/emd_1145.map.gz	/pub/databases/emdb/structures/EMD-1145/header/emd-1145.xml	/pub/databases/emdb/structures/EMD-1145/images/1145.gif
1146	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1146/map/emd_1146.map.gz	/pub/databases/emdb/structures/EMD-1146/header/emd-1146.xml	/pub/databases/emdb/structures/EMD-1146/images/1146.gif
1147	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1147/map/emd_1147.map.gz	/pub/databases/emdb/structures/EMD-1147/header/emd-1147.xml	/pub/databases/emdb/structures/EMD-1147/images/1147.gif
1148	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1148/map/emd_1148.map.gz	/pub/databases/emdb/structures/EMD-1148/header/emd-1148.xml	/pub/databases/emdb/structures/EMD-1148/images/1148.gif
1149	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1149/map/emd_1149.map.gz	/pub/databases/emdb/structures/EMD-1149/header/emd-1149.xml	/pub/databases/emdb/structures/EMD-1149/images/1149.gif
1150	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1150/map/emd_1150.map.gz	/pub/databases/emdb/structures/EMD-1150/header/emd-1150.xml	/pub/databases/emdb/structures/EMD-1150/images/1150.gif
1151	09/02/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1151/map/emd_1151.map.gz	/pub/databases/emdb/structures/EMD-1151/header/emd-1151.xml	/pub/databases/emdb/structures/EMD-1151/images/1151.gif
1152	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1152/map/emd_1152.map.gz	/pub/databases/emdb/structures/EMD-1152/header/emd-1152.xml	/pub/databases/emdb/structures/EMD-1152/images/1152.gif
1153	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1153/map/emd_1153.map.gz	/pub/databases/emdb/structures/EMD-1153/header/emd-1153.xml	/pub/databases/emdb/structures/EMD-1153/images/1153.gif
1154	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1154/map/emd_1154.map.gz	/pub/databases/emdb/structures/EMD-1154/header/emd-1154.xml	/pub/databases/emdb/structures/EMD-1154/images/1154.gif
1155	09/02/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1155/map/emd_1155.map.gz	/pub/databases/emdb/structures/EMD-1155/header/emd-1155.xml	/pub/databases/emdb/structures/EMD-1155/images/1155.gif
1156	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1156/map/emd_1156.map.gz	/pub/databases/emdb/structures/EMD-1156/header/emd-1156.xml	/pub/databases/emdb/structures/EMD-1156/images/1156.gif
1157	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1157/map/emd_1157.map.gz	/pub/databases/emdb/structures/EMD-1157/header/emd-1157.xml	/pub/databases/emdb/structures/EMD-1157/images/1157.gif
1158	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1158/map/emd_1158.map.gz	/pub/databases/emdb/structures/EMD-1158/header/emd-1158.xml	/pub/databases/emdb/structures/EMD-1158/images/1158.gif
1159	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1159/map/emd_1159.map.gz	/pub/databases/emdb/structures/EMD-1159/header/emd-1159.xml	/pub/databases/emdb/structures/EMD-1159/images/1159.gif
1160	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1160/map/emd_1160.map.gz	/pub/databases/emdb/structures/EMD-1160/header/emd-1160.xml	/pub/databases/emdb/structures/EMD-1160/images/1160.gif
1161	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1161/map/emd_1161.map.gz	/pub/databases/emdb/structures/EMD-1161/header/emd-1161.xml	/pub/databases/emdb/structures/EMD-1161/images/1161.gif
1162	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1162/map/emd_1162.map.gz	/pub/databases/emdb/structures/EMD-1162/header/emd-1162.xml	/pub/databases/emdb/structures/EMD-1162/images/1162.gif
1163	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1163/map/emd_1163.map.gz	/pub/databases/emdb/structures/EMD-1163/header/emd-1163.xml	/pub/databases/emdb/structures/EMD-1163/images/1163.gif
1164	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1164/map/emd_1164.map.gz	/pub/databases/emdb/structures/EMD-1164/header/emd-1164.xml	/pub/databases/emdb/structures/EMD-1164/images/1164.gif
1165	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1165/map/emd_1165.map.gz	/pub/databases/emdb/structures/EMD-1165/header/emd-1165.xml	/pub/databases/emdb/structures/EMD-1165/images/1165.gif
1166	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1166/map/emd_1166.map.gz	/pub/databases/emdb/structures/EMD-1166/header/emd-1166.xml	/pub/databases/emdb/structures/EMD-1166/images/1166.gif
1167	12/06/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1167/map/emd_1167.map.gz	/pub/databases/emdb/structures/EMD-1167/header/emd-1167.xml	/pub/databases/emdb/structures/EMD-1167/images/1167.gif
1168	11/15/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1168/map/emd_1168.map.gz	/pub/databases/emdb/structures/EMD-1168/header/emd-1168.xml	/pub/databases/emdb/structures/EMD-1168/images/1168.gif
1169	11/15/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1169/map/emd_1169.map.gz	/pub/databases/emdb/structures/EMD-1169/header/emd-1169.xml	/pub/databases/emdb/structures/EMD-1169/images/1169.gif
1170	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1170/map/emd_1170.map.gz	/pub/databases/emdb/structures/EMD-1170/header/emd-1170.xml	/pub/databases/emdb/structures/EMD-1170/images/1170.gif
1171	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1171/map/emd_1171.map.gz	/pub/databases/emdb/structures/EMD-1171/header/emd-1171.xml	/pub/databases/emdb/structures/EMD-1171/images/1171.gif
1172	09/13/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1172/map/emd_1172.map.gz	/pub/databases/emdb/structures/EMD-1172/header/emd-1172.xml	/pub/databases/emdb/structures/EMD-1172/images/1172.gif
1173	11/15/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1173/map/emd_1173.map.gz	/pub/databases/emdb/structures/EMD-1173/header/emd-1173.xml	/pub/databases/emdb/structures/EMD-1173/images/1173.gif
1174	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1174/map/emd_1174.map.gz	/pub/databases/emdb/structures/EMD-1174/header/emd-1174.xml	/pub/databases/emdb/structures/EMD-1174/images/1174.gif
1175	09/25/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1175/map/emd_1175.map.gz	/pub/databases/emdb/structures/EMD-1175/header/emd-1175.xml	/pub/databases/emdb/structures/EMD-1175/images/1175.gif
1176	10/05/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1176/map/emd_1176.map.gz	/pub/databases/emdb/structures/EMD-1176/header/emd-1176.xml	/pub/databases/emdb/structures/EMD-1176/images/1176.gif
1177	10/11/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1177/map/emd_1177.map.gz	/pub/databases/emdb/structures/EMD-1177/header/emd-1177.xml	/pub/databases/emdb/structures/EMD-1177/images/1177.gif
1178	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1178/map/emd_1178.map.gz	/pub/databases/emdb/structures/EMD-1178/header/emd-1178.xml	/pub/databases/emdb/structures/EMD-1178/images/1178.gif
1179	10/18/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1179/map/emd_1179.map.gz	/pub/databases/emdb/structures/EMD-1179/header/emd-1179.xml	/pub/databases/emdb/structures/EMD-1179/images/1179.gif
1180	03/07/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1180/map/emd_1180.map.gz	/pub/databases/emdb/structures/EMD-1180/header/emd-1180.xml	/pub/databases/emdb/structures/EMD-1180/images/1180.gif
1181	03/07/13	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1181/map/emd_1181.map.gz	/pub/databases/emdb/structures/EMD-1181/header/emd-1181.xml	/pub/databases/emdb/structures/EMD-1181/images/1181.gif
1182	06/21/16	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1182/map/emd_1182.map.gz	/pub/databases/emdb/structures/EMD-1182/header/emd-1182.xml	/pub/databases/emdb/structures/EMD-1182/images/1182.gif
1183	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1183/map/emd_1183.map.gz	/pub/databases/emdb/structures/EMD-1183/header/emd-1183.xml	/pub/databases/emdb/structures/EMD-1183/images/1183.gif
1184	06/21/16	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1184/map/emd_1184.map.gz	/pub/databases/emdb/structures/EMD-1184/header/emd-1184.xml	/pub/databases/emdb/structures/EMD-1184/images/1184.gif
1185	06/21/16	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1185/map/emd_1185.map.gz	/pub/databases/emdb/structures/EMD-1185/header/emd-1185.xml	/pub/databases/emdb/structures/EMD-1185/images/1185.gif
1186	10/15/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1186/map/emd_1186.map.gz	/pub/databases/emdb/structures/EMD-1186/header/emd-1186.xml	/pub/databases/emdb/structures/EMD-1186/images/1186.gif
1187	10/15/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1187/map/emd_1187.map.gz	/pub/databases/emdb/structures/EMD-1187/header/emd-1187.xml	/pub/databases/emdb/structures/EMD-1187/images/1187.gif
1188	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1188/map/emd_1188.map.gz	/pub/databases/emdb/structures/EMD-1188/header/emd-1188.xml	/pub/databases/emdb/structures/EMD-1188/images/1188.gif
1189	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1189/map/emd_1189.map.gz	/pub/databases/emdb/structures/EMD-1189/header/emd-1189.xml	/pub/databases/emdb/structures/EMD-1189/images/1189.gif
1190	10/15/12	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1190/map/emd_1190.map.gz	/pub/databases/emdb/structures/EMD-1190/header/emd-1190.xml	/pub/databases/emdb/structures/EMD-1190/images/1190.gif
1191	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1191/map/emd_1191.map.gz	/pub/databases/emdb/structures/EMD-1191/header/emd-1191.xml	/pub/databases/emdb/structures/EMD-1191/images/1191.gif
1192	05/26/11	12/14/18	05/26/11	/pub/databases/emdb/structures/EMD-1192/map/emd_1192.map.gz	/pub/databases/emdb/structures/EMD-1192/header/emd-1192.xml	/pub/databases/emdb/structures/EMD-1192/images/1192.gif
